0#1#2#1#us-east-1#python2.7#128#coldstart77298036#5657cfec-1650-4cc5-bbe4-89e19d9e1649#5657cfec-1650-4cc5-bbe4-89e19d9e1649#sandbox-root-xX79rB#sandbox-service-b64d52#169.254.38.5#34.235.119.76#169.254.76.1#501.18;998.36#2;Intel(R) Xeon(R) Processor @ 2.50GHz#1596477271926.688#1596477306321.39#34394.701904296875#1596477300832.8298#1596477524187.619#223354.7890625
0#1#2#0#us-east-1#python2.7#128#coldstart77295498#eef970f9-9b38-4539-aaea-22ad8febf179#eef970f9-9b38-4539-aaea-22ad8febf179#sandbox-root-ADmKer#sandbox-service-4c01c7#169.254.223.253#3.94.150.199#169.254.76.1#1054.64;2104.39#2;Intel(R) Xeon(R) Processor @ 2.50GHz#1596477272674.33#1596477306336.313#33661.98291015625#1596477300879.556#1596477524545.086#223665.53002929688
0#2#2#0#us-east-1#python2.7#128#coldstart77295498#7aa948a6-7f26-4f98-91fc-ab173fa95850#d9501211-dccc-4c2e-88ce-880a71ff50e9#sandbox-root-H8kotg#sandbox-service-97636e#169.254.44.13#3.84.124.224#169.254.76.1#1476.70;2940.31#2;Intel(R) Xeon(R) Processor @ 2.50GHz#1596477495299.847#1596477529804.447#34504.60009765625#1596477525050.4812#1596477744988.816#219938.33471679688
0#2#2#1#us-east-1#python2.7#128#coldstart77298036#5657cfec-1650-4cc5-bbe4-89e19d9e1649#f8231a8f-18ee-49fd-93f4-101fcf93b4d7#sandbox-root-xX79rB#sandbox-service-b64d52#169.254.38.5#34.235.119.76#169.254.76.1#725.22;1443.42#2;Intel(R) Xeon(R) Processor @ 2.50GHz#1596477496488.249#1596477529957.343#33469.093994140625#1596477525042.2449#1596477745103.219#220060.97412109375
0#1#2#1#us-east-1#python2.7#3008#coldstart77752830#2585f910-978e-401a-8063-706c25f272dc#2585f910-978e-401a-8063-706c25f272dc#sandbox-root-3ylCpq#sandbox-service-eb0478#169.254.105.85#3.80.3.29#169.254.76.1#3330.53;6625.74#2;Intel(R) Xeon(R) Processor @ 2.50GHz#1596477729579.24#1596477762936.764#33357.52392578125#1596477757897.969#1596477978070.446#220172.47705078125
0#1#2#0#us-east-1#python2.7#3008#coldstart77747956#05c41dc9-ad05-4c94-9648-791d5664de0d#05c41dc9-ad05-4c94-9648-791d5664de0d#sandbox-root-fKpwHq#sandbox-service-bfc69e#169.254.17.13#54.242.214.44#169.254.76.1#646.36;1256.58#2;Intel(R) Xeon(R) Processor @ 2.50GHz#1596477727627.822#1596477762932.605#35304.782958984375#1596477757889.459#1596477978071.877#220182.41796875
0#2#2#0#us-east-1#python2.7#3008#coldstart77747956#baa2236f-df7b-44e5-ae55-26ce6e2129b0#3c4acab4-20c4-4778-bf4e-3251c4b4455d#sandbox-root-t6whgp#sandbox-service-50167a#169.254.6.93#54.196.8.13#169.254.76.1#696.12;1196.27#2;Intel(R) Xeon(R) Processor @ 2.50GHz#1596477947219.049#1596477983385.665#36166.615966796875#1596477978481.267#1596478198288.6418#219807.37475585938
0#2#2#1#us-east-1#python2.7#3008#coldstart77752830#046e6b68-8417-4504-9df5-22e18025b031#3464c282-320e-4114-b3d6-7486ee49e455#sandbox-root-xAv9Jn#sandbox-service-dc23eb#169.254.141.213#54.167.244.214#169.254.76.1#3401.10;6604.24#2;Intel(R) Xeon(R) Processor @ 2.50GHz#1596477947030.356#1596477983605.3892#36575.033203125#1596477978494.463#1596478198492.234#219997.77099609375
0#1#2#0#us-east-1#python3.6#128#coldstart78200134#43355a19-f3df-4ff9-b234-3f0b5bfbe258#43355a19-f3df-4ff9-b234-3f0b5bfbe258#sandbox-root-2Yo9Rd#sandbox-service-1d72ad#169.254.13.85#b'54.146.137.124'#169.254.76.1#396.28;788.25#2;Intel(R) Xeon(R) Processor @ 2.50GHz#1596478176948.7668#1596478210571.993#33623.22607421875#1596478205459.616#1596478427103.5981#221643.98217773438
0#1#2#1#us-east-1#python3.6#128#coldstart78202613#191e5b5e-ea40-4b4d-b549-f9c180322122#191e5b5e-ea40-4b4d-b549-f9c180322122#sandbox-root-I3muq9#sandbox-service-b68302#169.254.218.69#b'54.209.125.84'#169.254.76.1#811.34;1618.19#2;Intel(R) Xeon(R) Processor @ 2.50GHz#1596478174577.7432#1596478210512.7874#35935.044189453125#1596478205467.823#1596478427194.0479#221726.22485351562
