@timestamp,@message
2020-07-13 19:59:53.511,"END RequestId: c6a0b2f9-603e-4cd0-9a5f-b81d3153b30e
"
2020-07-13 19:59:53.511,"REPORT RequestId: c6a0b2f9-603e-4cd0-9a5f-b81d3153b30e	Duration: 1051.18 ms	Billed Duration: 1100 ms	Memory Size: 128 MB	Max Memory Used: 83 MB	
"
2020-07-13 19:59:52.736,"END RequestId: 7f21dcde-3bea-4a6f-b89a-32e208b81a2d
"
2020-07-13 19:59:52.736,"REPORT RequestId: 7f21dcde-3bea-4a6f-b89a-32e208b81a2d	Duration: 277.43 ms	Billed Duration: 300 ms	Memory Size: 128 MB	Max Memory Used: 82 MB	
"
2020-07-13 19:59:52.493,"b'52.23.172.150
'
"
2020-07-13 19:59:52.493,"us-east-1
"
2020-07-13 19:59:52.475,"169.254.76.1
"
2020-07-13 19:59:52.473,"b'54.234.153.108
'
"
2020-07-13 19:59:52.473,"us-east-1
"
2020-07-13 19:59:52.461,"169.254.166.85
"
2020-07-13 19:59:52.461,"169.254.76.1
"
2020-07-13 19:59:52.460,"169.254.2.81
"
2020-07-13 19:59:52.460,"MemTotal:192480kB,MemFree:38268kB,MemAvailable:128032kB,Buffers:14204kB,Cached:76416kB,SwapCached:0kB,Active:71876kB,Inactive:60232kB,Active(anon):40068kB,Inactive(anon):52kB,Active(file):31808kB,Inactive(file):60180kB,Unevictable:0kB,Mlocked:0kB,SwapTotal:0kB,SwapFree:0kB,Dirty:24kB,Writeback:0kB,AnonPages:41480kB,Mapped:39956kB,Shmem:52kB,Slab:14620kB,SReclaimable:5368kB,SUnreclaim:9252kB,KernelStack:1360kB,PageTables:1160kB,NFS_Unstable:0kB,Bounce:0kB,WritebackTmp:0kB,CommitLimit:96240kB,Committed_AS:437800kB,VmallocTotal:34359738367kB,VmallocUsed:0kB,VmallocChunk:0kB,AnonHugePages:0kB,ShmemHugePages:0kB,ShmemPmdMapped:0kB,HugePages_Total:0,HugePages_Free:0,HugePages_Rsvd:0,HugePages_Surp:0,Hugepagesize:2048kB,DirectMap4k:16384kB,DirectMap2M:196608kB
"
